From To DistanceTotal[km] DistanceInside[km] DistanceOutside[km] Duration[s]
C185 C50 9.747 0 9.747 00:07:02
C185 C51 22.669 10.829 11.84 00:13:30
C185 C52 6.619 0 6.619 00:04:17
C185 C53 26.202 14.362 11.84 00:15:37
C185 C54 21.539 6.953 14.586 00:13:26
C185 C55 27.349 15.509 11.84 00:16:17
C185 C56 37.403 0 37.403 00:20:00
C185 C57 31.777 0 31.777 00:16:38
C185 C58 35.312 18.242 17.07 00:19:23
C185 C59 9.066 0 9.066 00:05:37
C185 C60 36.505 0 36.505 00:19:29
C185 C61 24.211 2.234 21.977 00:12:59
C185 C62 23.901 2.234 21.667 00:13:08
C185 C63 29.26 0 29.26 00:15:07
C185 C64 21.897 0 21.897 00:13:06
C185 C65 22.048 10.208 11.84 00:13:06
C185 C66 15.505 0 15.505 00:09:19
C185 C67 34.692 0 34.692 00:17:49
C185 C68 3.532 0 3.532 00:02:21
C185 C69 18.698 0 18.698 00:10:31
C185 C70 23.057 0 23.057 00:12:49
C185 C71 14.607 0 14.607 00:08:46
C185 C72 30.724 0 30.724 00:18:49
C185 C73 17.088 0 17.088 00:10:13
C185 C74 28.874 6.953 21.921 00:17:39
C185 C75 29.687 17.847 11.84 00:17:52
C185 C76 15.75 0 15.75 00:09:25
C185 C77 27.19 2.234 24.956 00:14:40
C185 C78 15.209 0 15.209 00:09:50
C185 C79 9.27 0 9.27 00:06:05
C185 C80 9.807 0 9.807 00:06:14
C185 C81 30.674 2.234 28.44 00:16:11
C185 C82 11.542 0 11.542 00:07:42
C185 C83 30.427 2.234 28.193 00:16:51
C185 C84 12.399 0.825 11.574 00:07:26
C185 C85 22.494 0.942 21.552 00:13:01
C185 C86 34.98 0 34.98 00:18:33
C185 C87 33.968 22.128 11.84 00:20:20
C185 C88 14.346 0 14.346 00:09:03
C185 C89 4.11 0 4.11 00:05:07
C185 C90 18.581 3.507 15.074 00:11:39
C185 C91 31.903 0 31.903 00:19:09
C185 C92 30.533 2.234 28.299 00:15:45
C185 C93 27.677 15.837 11.84 00:16:29
C185 C94 25.468 2.234 23.234 00:14:14
C185 C95 18.372 0 18.372 00:09:55
C185 C96 17.577 5.205 12.372 00:10:32
C185 C97 35.746 23.906 11.84 00:22:51
C185 C98 15.931 0 15.931 00:09:33
C185 C99 36.301 2.234 34.067 00:20:49
C185 C100 21.631 6.557 15.074 00:12:58
C185 C101 31.541 19.701 11.84 00:19:05
C185 C102 31.948 0 31.948 00:19:17
C185 C103 34.899 9.087 25.812 00:18:24
C185 C104 18.307 3.233 15.074 00:11:39
C185 C105 6.426 0 6.426 00:03:51
C185 C106 33.556 21.716 11.84 00:20:11
C185 C107 25.512 13.672 11.84 00:15:13
C185 C108 15.023 2.651 12.372 00:09:00
C185 C109 9.964 0 9.964 00:06:42
C185 C110 25.542 10.796 14.746 00:13:48
C185 C111 12.736 0 12.736 00:07:56
C185 C112 20.901 9.327 11.574 00:12:41
C185 C113 20.901 9.327 11.574 00:12:41
C185 C114 14.418 1.226 13.192 00:08:58
C185 C115 37.568 21.178 16.39 00:22:41
C185 C116 19.514 0 19.514 00:11:54
C185 C117 33.494 16.424 17.07 00:18:13
C185 C118 14.895 0 14.895 00:08:54
C185 C119 28.535 12.639 15.896 00:15:56
C185 C120 37.349 9.087 28.262 00:18:56
C185 C121 40.456 2.234 38.222 00:22:37
C185 C122 8.787 0 8.787 00:05:16
C185 C123 3.966 0 3.966 00:02:49
C185 C124 25.578 2.234 23.344 00:13:42
C185 C125 30.208 6.953 23.255 00:19:00
C185 C126 7.693 0 7.693 00:07:00
C185 C127 24.994 2.234 22.76 00:13:21
C185 C128 14.437 0 14.437 00:08:39
C185 C129 16.813 0 16.813 00:09:36
C185 C130 39.893 9.087 30.806 00:21:24
C185 C131 15.559 0 15.559 00:09:38
C185 C132 13.493 0 13.493 00:08:19
C185 C133 14.533 0 14.533 00:09:09
C185 C134 1.973 0 1.973 00:01:24
C185 C135 28.535 12.639 15.896 00:15:56
C185 C136 23.033 0 23.033 00:14:05
C185 C137 9.208 0 9.208 00:05:31
C185 C138 33.894 16.824 17.07 00:18:26
C185 C139 36.954 17.012 19.942 00:20:16
C185 C140 20.281 8.441 11.84 00:12:03
C185 C141 21.682 9.842 11.84 00:12:54
C185 C142 15.324 0 15.324 00:18:32
C185 C143 34.405 0 34.405 00:18:20
C185 C144 39.404 10.073 29.331 00:24:10
C185 C145 18.145 6.305 11.84 00:10:53
C185 C146 36.647 9.087 27.56 00:19:15
C185 C147 49.367 9.087 40.28 00:24:58
C185 C148 14.634 2.262 12.372 00:09:19
C185 C149 14.236 0 14.236 00:09:05
C185 C150 33.453 10.073 23.38 00:20:04
C185 C151 23.711 11.871 11.84 00:14:35
C185 C152 38.655 0 38.655 00:20:16
C185 C153 17.005 0 17.005 00:10:24
C185 C154 20.996 9.422 11.574 00:12:35
C185 C155 30.27 18.43 11.84 00:18:09
C185 C156 34.082 17.012 17.07 00:18:33
C185 C157 24.479 12.639 11.84 00:14:43
C185 C158 29.91 2.234 27.676 00:16:25
C185 C159 3.767 0 3.767 00:02:49
C185 C160 21.319 9.479 11.84 00:12:46
C185 C161 29.008 2.234 26.774 00:15:45
C185 C162 30.31 18.47 11.84 00:18:04
C185 C163 10.099 0 10.099 00:06:25
C185 C164 13.44 0 13.44 00:08:19
C185 C165 9.345 0 9.345 00:05:36
C185 C166 22.962 11.122 11.84 00:13:42
C185 C167 26.569 11.057 15.512 00:14:41
C185 C168 27.886 0 27.886 00:14:54
C185 C169 33.724 0 33.724 00:17:48
C185 C170 35.653 2.234 33.419 00:21:43
C185 C171 23.891 0 23.891 00:14:32
C185 C172 29.967 2.234 27.733 00:18:08
C185 C173 9.326 0 9.326 00:05:58
C185 C174 18.568 3.494 15.074 00:11:08
C185 C175 22.515 10.675 11.84 00:13:37
C185 C176 26.735 14.895 11.84 00:15:58
C185 C177 34.877 17.807 17.07 00:19:10
C185 C178 34.877 0 34.877 00:18:29
C185 C179 25.927 14.087 11.84 00:15:40
C185 C180 12.534 0 12.534 00:07:31
C185 C181 21.425 0 21.425 00:13:27
C185 C182 8.444 0 8.444 00:05:03
C185 C183 42.078 10.073 32.005 00:25:32
C185 C184 20.502 0 20.502 00:12:37
C185 C185 0 0 0 00:00:00
C185 C186 7.416 0 7.416 00:08:58
C185 C187 20.833 0 20.833 00:12:04
C185 C188 33.538 2.234 31.304 00:19:01
C185 C189 38.392 9.087 29.305 00:20:47
C185 C190 36.352 24.512 11.84 00:22:40
C185 C191 37.155 25.315 11.84 00:22:41
C185 C192 21.421 6.347 15.074 00:13:11
C186 D0 7.284 0 7.284 00:09:03
C186 C1 26.597 17.871 8.726 00:20:50
C186 C2 24.871 3.741 21.13 00:17:56
C186 C3 19.021 8.142 10.879 00:15:56
C186 C4 14.51 5.849 8.661 00:13:19
C186 C5 22.316 13.59 8.726 00:18:07
C186 C6 19.373 10.647 8.726 00:16:11
C186 C7 19.844 6.576 13.268 00:16:25
C186 C8 26.525 2.234 24.291 00:19:05
C186 C9 7.183 0 7.183 00:09:46
C186 C10 25.126 16.4 8.726 00:19:46
C186 C11 22.188 0 22.188 00:17:55
C186 C12 29.041 20.315 8.726 00:22:10
C186 C13 39.27 2.234 37.036 00:27:19
C186 C14 26.57 9.165 17.405 00:19:16
C186 C15 36.036 2.234 33.802 00:23:27
C186 C16 17.915 0 17.915 00:16:00
C186 C17 12.894 0 12.894 00:12:20
C186 C18 18.42 9.694 8.726 00:16:00
C186 C19 30.802 9.165 21.637 00:20:56
C186 C20 8.145 0 8.145 00:09:24
C186 C21 16.933 0 16.933 00:14:21
C186 C22 10.75 0 10.75 00:10:58
C186 C23 9.434 0 9.434 00:10:11
C186 C24 45.548 9.165 36.383 00:27:13
C186 C25 13.298 4.572 8.726 00:12:33
C186 C26 32.104 0 32.104 00:23:20
C186 C27 25.215 16.489 8.726 00:19:53
C186 C28 22.882 0 22.882 00:20:55
C186 C29 34.674 14.959 19.715 00:25:21
C186 C30 30.399 16.36 14.039 00:21:18
C186 C31 19.925 0 19.925 00:16:59
C186 C32 34.32 18.848 15.472 00:23:43
C186 C33 15.004 0 15.004 00:13:35
C186 C34 28.01 0 28.01 00:20:47
C186 C35 26.33 13.718 12.612 00:20:55
C186 C36 13.358 2.452 10.906 00:12:34
C186 C37 14.478 0 14.478 00:13:12
C186 C38 30.315 13.718 16.597 00:22:56
C186 C39 9.74 1.099 8.641 00:10:38
C186 C40 16.913 0 16.913 00:14:11
C186 C41 31.642 2.234 29.408 00:21:14
C186 C42 17.096 0 17.096 00:15:03
C186 C43 37.993 13.718 24.275 00:27:41
C186 C44 9.682 0 9.682 00:10:19
C186 C45 22.806 0 22.806 00:18:23
C186 C46 15.718 2.45 13.268 00:14:05
C186 C47 9.203 0 9.203 00:10:02
C186 C48 22.002 13.276 8.726 00:17:53
C186 C49 41.17 9.165 32.005 00:25:31
C186 C50 8.396 0 8.396 00:10:36
C186 C51 19.555 10.829 8.726 00:16:20
C186 C52 7.515 0 7.515 00:09:20
C186 C53 23.088 14.362 8.726 00:18:27
C186 C54 23.786 7.506 16.28 00:19:18
C186 C55 24.235 15.509 8.726 00:19:06
C186 C56 32.332 0 32.332 00:22:42
C186 C57 26.706 0 26.706 00:19:20
C186 C58 32.359 18.32 14.039 00:22:25
C186 C59 8.168 0 8.168 00:10:19
C186 C60 31.434 0 31.434 00:22:12
C186 C61 28.132 2.234 25.898 00:19:28
C186 C62 27.822 2.234 25.588 00:19:37
C186 C63 22.025 0 22.025 00:17:44
C186 C64 26.596 0 26.596 00:19:37
C186 C65 18.934 10.208 8.726 00:15:56
C186 C66 19.62 0 19.62 00:16:23
C186 C67 26.375 0 26.375 00:20:23
C186 C68 6.48 0 6.48 00:08:37
C186 C69 22.634 0 22.634 00:17:23
C186 C70 18.299 0 18.299 00:15:30
C186 C71 19.942 0 19.942 00:16:29
C186 C72 37.153 2.234 34.919 00:25:30
C186 C73 11.13 0 11.13 00:11:18
C186 C74 28.236 13.718 14.518 00:21:30
C186 C75 26.573 17.847 8.726 00:20:41
C186 C76 19.686 0 19.686 00:16:18
C186 C77 31.111 2.234 28.877 00:21:09
C186 C78 19.482 0 19.482 00:16:55
C186 C79 16.221 0 16.221 00:14:47
C186 C80 10.703 0 10.703 00:11:17
C186 C81 34.595 2.234 32.361 00:22:40
C186 C82 10.542 0 10.542 00:11:29
C186 C83 34.348 2.234 32.114 00:23:20
C186 C84 15.783 0.825 14.958 00:13:59
C186 C85 26.415 0.942 25.473 00:19:31
C186 C86 29.909 0 29.909 00:21:15
C186 C87 30.854 22.128 8.726 00:23:09
C186 C88 8.952 0 8.952 00:10:43
C186 C89 8.489 0 8.489 00:12:16
C186 C90 16.209 7.483 8.726 00:14:31
C186 C91 38.534 2.234 36.3 00:25:56
C186 C92 34.454 2.234 32.22 00:22:15
C186 C93 24.563 15.837 8.726 00:19:18
C186 C94 29.389 2.234 27.155 00:20:44
C186 C95 22.299 0 22.299 00:18:06
C186 C96 16.506 7.78 8.726 00:14:27
C186 C97 32.632 23.906 8.726 00:25:40
C186 C98 20.204 0 20.204 00:16:38
C186 C99 40.222 2.234 37.988 00:27:19
C186 C100 19.632 10.906 8.726 00:16:20
C186 C101 28.427 19.701 8.726 00:21:55
C186 C102 38.579 2.234 36.345 00:26:04
C186 C103 31.946 9.165 22.781 00:21:27
C186 C104 16.308 7.582 8.726 00:15:01
C186 C105 13.377 0 13.377 00:12:32
C186 C106 30.442 21.716 8.726 00:23:00
C186 C107 22.398 13.672 8.726 00:18:03
C186 C108 15.919 2.651 13.268 00:14:04
C186 C109 8.613 0 8.613 00:10:15
C186 C110 22.589 10.874 11.715 00:16:50
C186 C111 7.927 0 7.927 00:09:19
C186 C112 19.842 11.116 8.726 00:16:36
C186 C113 19.842 11.116 8.726 00:16:36
C186 C114 15.314 1.226 14.088 00:14:02
C186 C115 34.454 21.178 13.276 00:25:30
C186 C116 15.032 0 15.032 00:13:35
C186 C117 30.541 16.502 14.039 00:21:16
C186 C118 18.831 0 18.831 00:15:47
C186 C119 25.582 12.717 12.865 00:18:59
C186 C120 34.396 9.165 25.231 00:21:59
C186 C121 44.377 2.234 42.143 00:29:07
C186 C122 12.171 0 12.171 00:11:49
C186 C123 5.312 0 5.312 00:09:02
C186 C124 29.499 2.234 27.265 00:20:11
C186 C125 30.594 13.718 16.876 00:23:18
C186 C126 11.077 0 11.077 00:13:33
C186 C127 28.915 2.234 26.681 00:19:50
C186 C128 11.078 0 11.078 00:11:11
C186 C129 20.734 0 20.734 00:16:06
C186 C130 36.94 9.165 27.775 00:24:26
C186 C131 22.001 0 22.001 00:18:01
C186 C132 8.717 0 8.717 00:10:00
C186 C133 18.806 0 18.806 00:16:14
C186 C134 7.197 0 7.197 00:09:03
C186 C135 25.582 12.717 12.865 00:18:59
C186 C136 27.108 0 27.108 00:21:03
C186 C137 12.592 0 12.592 00:12:04
C186 C138 30.941 16.902 14.039 00:21:29
C186 C139 34.001 17.09 16.911 00:23:19
C186 C140 17.167 8.441 8.726 00:14:53
C186 C141 18.568 9.842 8.726 00:15:44
C186 C142 21.766 0 21.766 00:26:55
C186 C143 29.334 0 29.334 00:21:02
C186 C144 36.701 13.718 22.983 00:27:06
C186 C145 15.031 6.305 8.726 00:13:42
C186 C146 33.694 9.165 24.529 00:22:17
C186 C147 46.414 9.165 37.249 00:28:00
C186 C148 15.53 2.262 13.268 00:14:23
C186 C149 18.311 0 18.311 00:16:03
C186 C150 30.75 13.718 17.032 00:23:00
C186 C151 20.597 11.871 8.726 00:17:25
C186 C152 33.584 0 33.584 00:22:58
C186 C153 21.182 0 21.182 00:17:25
C186 C154 21.009 12.283 8.726 00:17:09
C186 C155 27.156 18.43 8.726 00:20:59
C186 C156 31.129 17.09 14.039 00:21:35
C186 C157 21.365 12.639 8.726 00:17:32
C186 C158 29.436 12.711 16.725 00:22:36
C186 C159 7.151 0 7.151 00:09:22
C186 C160 18.205 9.479 8.726 00:15:35
C186 C161 27.367 12.711 14.656 00:20:59
C186 C162 27.196 18.47 8.726 00:20:53
C186 C163 16.541 0 16.541 00:14:48
C186 C164 18.235 0 18.235 00:14:53
C186 C165 11.866 0 11.866 00:12:21
C186 C166 19.848 11.122 8.726 00:16:32
C186 C167 23.616 11.135 12.481 00:17:44
C186 C168 20.069 0 20.069 00:16:38
C186 C169 28.653 0 28.653 00:20:30
C186 C170 39.574 2.234 37.34 00:28:13
C186 C171 19.409 0 19.409 00:16:12
C186 C172 33.888 2.234 31.654 00:24:37
C186 C173 12.71 0 12.71 00:12:31
C186 C174 16.569 7.843 8.726 00:14:30
C186 C175 19.401 10.675 8.726 00:16:26
C186 C176 23.621 14.895 8.726 00:18:47
C186 C177 31.924 17.885 14.039 00:22:13
C186 C178 29.806 0 29.806 00:21:11
C186 C179 22.813 14.087 8.726 00:18:29
C186 C180 16.711 0 16.711 00:14:32
C186 C181 26.731 0 26.731 00:20:40
C186 C182 13.339 0 13.339 00:12:31
C186 C183 39.375 13.718 25.657 00:28:28
C186 C184 25.69 0 25.69 00:20:14
C186 C185 7.41 0 7.41 00:08:57
C186 C186 0 0 0 00:00:00
C186 C187 24.769 0 24.769 00:18:57
C186 C188 37.459 2.234 35.225 00:25:30
C186 C189 35.439 9.165 26.274 00:23:50
C186 C190 33.238 24.512 8.726 00:25:29
C186 C191 34.041 25.315 8.726 00:25:31
C186 C192 19.33 10.604 8.726 00:16:15
C187 D0 18.135 0 18.135 00:11:03
C187 C1 33.929 18.983 14.946 00:20:44
C187 C2 17.702 4.773 12.929 00:10:32
C187 C3 30.073 8.064 22.009 00:17:04
C187 C4 25.562 5.771 19.791 00:14:27
C187 C5 29.648 14.702 14.946 00:18:01
C187 C6 26.833 11.887 14.946 00:16:10
C187 C7 18.76 7.523 11.237 00:11:16
C187 C8 17.891 0 17.891 00:11:22
C187 C9 18.365 0 18.365 00:11:57
C187 C10 32.553 17.607 14.946 00:19:43
C187 C11 23.072 0 23.072 00:13:50
C187 C12 36.373 21.427 14.946 00:22:04
C187 C13 20.679 0 20.679 00:13:26
C187 C14 37.622 9.087 28.535 00:20:24
C187 C15 28.867 3.266 25.601 00:16:03
C187 C16 16.409 0 16.409 00:10:11
C187 C17 17.363 0 17.363 00:10:35
C187 C18 21.857 10.62 11.237 00:13:07
C187 C19 41.854 9.087 32.767 00:22:04
C187 C20 19.377 0 19.377 00:11:37
C187 C21 13.06 0 13.06 00:08:06
C187 C22 29.572 0 29.572 00:17:50
C187 C23 25.738 0 25.738 00:15:26
C187 C24 56.6 9.087 47.513 00:28:21
C187 C25 22.636 6.225 16.411 00:13:39
C187 C26 48.857 11.057 37.8 00:25:51
C187 C27 32.527 17.581 14.946 00:19:46
C187 C28 23.766 0 23.766 00:16:50
C187 C29 33.55 3.266 30.284 00:18:47
C187 C30 35.714 20.768 14.946 00:21:38
C187 C31 5.468 0 5.468 00:03:47
C187 C32 39.442 22.871 16.571 00:23:57
C187 C33 32.694 6.447 26.247 00:18:03
C187 C34 48.048 11.057 36.991 00:26:05
C187 C35 31.876 3.266 28.61 00:19:12
C187 C36 25.202 5.411 19.791 00:13:57
C187 C37 33.3 0 33.3 00:20:04
C187 C38 37.18 3.266 33.914 00:21:54
C187 C39 20.683 0.878 19.805 00:11:49
C187 C40 13.04 0 13.04 00:07:56
C187 C41 23.897 0 23.897 00:13:06
C187 C42 21.781 0 21.781 00:14:05
C187 C43 44.594 3.266 41.328 00:26:36
C187 C44 17.911 0 17.911 00:11:13
C187 C45 39.716 7.777 31.939 00:22:25
C187 C46 19.236 4.29 14.946 00:11:45
C187 C47 18.956 0 18.956 00:11:51
C187 C48 27.474 16.237 11.237 00:16:38
C187 C49 52.222 9.087 43.135 00:26:39
C187 C50 19.489 0 19.489 00:12:53
C187 C51 27.341 12.395 14.946 00:16:30
C187 C52 18.271 0 18.271 00:11:04
C187 C53 31.19 16.244 14.946 00:18:47
C187 C54 22.622 3.695 18.927 00:13:59
C187 C55 31.567 16.621 14.946 00:19:01
C187 C56 47.987 11.057 36.93 00:25:20
C187 C57 43.452 6.447 37.005 00:24:43
C187 C58 37.813 22.867 14.946 00:22:51
C187 C59 19.137 0 19.137 00:11:17
C187 C60 47.327 11.057 36.27 00:24:58
C187 C61 19.872 0 19.872 00:12:03
C187 C62 20.653 3.266 17.387 00:12:14
C187 C63 38.873 7.777 31.096 00:21:46
C187 C64 6.51 0 6.51 00:03:55
C187 C65 26.394 11.448 14.946 00:15:54
C187 C66 21.921 0 21.921 00:13:09
C187 C67 42.763 9.087 33.676 00:22:59
C187 C68 22.08 0 22.08 00:13:28
C187 C69 7.421 0 7.421 00:04:17
C187 C70 37.121 0 37.121 00:22:22
C187 C71 21.023 0 21.023 00:12:36
C187 C72 13.625 0 13.625 00:08:42
C187 C73 29.952 0 29.952 00:18:10
C187 C74 30.025 3.266 26.759 00:17:49
C187 C75 33.885 18.939 14.946 00:20:35
C187 C76 7.865 0 7.865 00:04:44
C187 C77 23.942 3.266 20.676 00:13:46
C187 C78 5.248 0 5.248 00:03:31
C187 C79 20.832 0 20.832 00:13:32
C187 C80 17.451 0 17.451 00:10:36
C187 C81 27.426 3.266 24.16 00:15:17
C187 C82 19.638 0 19.638 00:12:10
C187 C83 24.907 0 24.907 00:13:57
C187 C84 16.125 1.179 14.946 00:09:45
C187 C85 8.606 0 8.606 00:05:10
C187 C86 46.517 11.057 35.46 00:24:27
C187 C87 38.166 23.22 14.946 00:23:03
C187 C88 30.08 0 30.08 00:18:58
C187 C89 17.227 0 17.227 00:12:56
C187 C90 23.624 8.678 14.946 00:14:47
C187 C91 14.804 0 14.804 00:09:01
C187 C92 27.285 3.266 24.019 00:14:52
C187 C93 31.895 16.949 14.946 00:19:12
C187 C94 22.22 3.266 18.954 00:13:20
C187 C95 23.183 0 23.183 00:14:01
C187 C96 21.323 6.377 14.946 00:12:52
C187 C97 39.944 24.998 14.946 00:25:34
C187 C98 5.047 0 5.047 00:03:05
C187 C99 19.42 0 19.42 00:12:28
C187 C100 25.53 10.584 14.946 00:15:23
C187 C101 35.536 20.59 14.946 00:21:41
C187 C102 14.849 0 14.849 00:09:10
C187 C103 42.998 9.087 33.911 00:22:35
C187 C104 23.088 8.142 14.946 00:14:28
C187 C105 22.38 0 22.38 00:13:54
C187 C106 37.774 22.828 14.946 00:22:54
C187 C107 30.98 16.034 14.946 00:18:40
C187 C108 19.437 4.491 14.946 00:11:44
C187 C109 19.706 0 19.706 00:12:32
C187 C110 33.641 10.796 22.845 00:17:58
C187 C111 23.51 0 23.51 00:14:10
C187 C112 24.192 12.955 11.237 00:14:40
C187 C113 24.192 12.955 11.237 00:14:40
C187 C114 19.701 4.755 14.946 00:12:13
C187 C115 41.786 22.29 19.496 00:25:24
C187 C116 32.239 6.447 25.792 00:17:47
C187 C117 35.979 21.033 14.946 00:21:41
C187 C118 8.74 0 8.74 00:05:15
C187 C119 36.634 12.639 23.995 00:20:07
C187 C120 45.448 9.087 36.361 00:23:07
C187 C121 20.854 0 20.854 00:12:38
C187 C122 13.342 0 13.342 00:08:00
C187 C123 22.514 0 22.514 00:13:57
C187 C124 22.33 3.266 19.064 00:12:48
C187 C125 32.618 3.266 29.352 00:18:39
C187 C126 14.074 0 14.074 00:10:49
C187 C127 20.304 0 20.304 00:12:18
C187 C128 32.33 0 32.33 00:19:29
C187 C129 10.045 0 10.045 00:06:03
C187 C130 47.992 9.087 38.905 00:25:34
C187 C131 17.145 0 17.145 00:10:34
C187 C132 27.629 0 27.629 00:16:10
C187 C133 6.254 0 6.254 00:04:14
C187 C134 18.824 0 18.824 00:11:39
C187 C135 36.634 12.639 23.995 00:20:07
C187 C136 4.884 0 4.884 00:03:12
C187 C137 14.778 0 14.778 00:09:02
C187 C138 37.017 22.071 14.946 00:22:17
C187 C139 39.835 21.991 17.844 00:23:58
C187 C140 26.505 10.094 16.411 00:15:58
C187 C141 27.396 11.813 15.583 00:16:30
C187 C142 16.91 0 16.91 00:19:28
C187 C143 48.086 11.057 37.029 00:25:33
C187 C144 42.083 3.266 38.817 00:25:10
C187 C145 24.224 8.641 15.583 00:14:36
C187 C146 44.746 9.087 35.659 00:23:25
C187 C147 48.611 3.266 45.345 00:28:34
C187 C148 17.9 2.954 14.946 00:11:25
C187 C149 7.53 0 7.53 00:05:12
C187 C150 37.353 3.266 34.087 00:21:49
C187 C151 27.579 12.633 14.946 00:17:10
C187 C152 53.379 11.057 42.322 00:29:00
C187 C153 25.658 0 25.658 00:15:35
C187 C154 23.455 12.218 11.237 00:14:05
C187 C155 34.265 19.319 14.946 00:20:46
C187 C156 37.205 22.259 14.946 00:22:24
C187 C157 28.697 13.751 14.946 00:17:26
C187 C158 26.662 3.266 23.396 00:15:32
C187 C159 18.705 0 18.705 00:11:43
C187 C160 27.543 11.132 16.411 00:16:41
C187 C161 25.76 3.266 22.494 00:14:52
C187 C162 34.528 19.582 14.946 00:20:47
C187 C163 19.966 0 19.966 00:12:19
C187 C164 11.288 0 11.288 00:06:47
C187 C165 25.299 0 25.299 00:15:39
C187 C166 27.308 12.362 14.946 00:16:31
C187 C167 34.668 11.057 23.611 00:18:52
C187 C168 38.205 6.447 31.758 00:21:34
C187 C169 44.713 11.057 33.656 00:24:11
C187 C170 32.405 3.266 29.139 00:20:49
C187 C171 36.133 6.447 29.686 00:20:19
C187 C172 26.719 3.266 23.453 00:17:14
C187 C173 14.896 0 14.896 00:09:29
C187 C174 22.85 7.904 14.946 00:13:47
C187 C175 27.187 12.241 14.946 00:16:37
C187 C176 30.953 16.007 14.946 00:18:42
C187 C177 37.378 22.432 14.946 00:22:38
C187 C178 48.632 11.057 37.575 00:25:43
C187 C179 31.49 16.544 14.946 00:19:10
C187 C180 20.393 0 20.393 00:12:14
C187 C181 4.507 0 4.507 00:02:49
C187 C182 11.924 0 11.924 00:07:09
C187 C183 46.24 3.266 42.974 00:27:26
C187 C184 6.117 0 6.117 00:03:59
C187 C185 20.371 0 20.371 00:12:13
C187 C186 24.276 0 24.276 00:19:05
C187 C187 0 0 0 00:00:00
C187 C188 19.568 0 19.568 00:12:25
C187 C189 46.491 9.087 37.404 00:24:58
C187 C190 40.462 25.516 14.946 00:25:20
C187 C191 41.373 26.427 14.946 00:25:25
C187 C192 25.32 10.374 14.946 00:15:36
C188 D0 30.775 2.225 28.55 00:17:30
C188 C1 24.549 3.643 20.906 00:16:11
C188 C2 19.601 2.225 17.376 00:11:36
C188 C3 33.067 14.845 18.222 00:20:46
C188 C4 31.686 16.002 15.684 00:19:57
C188 C5 24.045 6.631 17.414 00:15:26
C188 C6 25.652 7.43 18.222 00:16:15
C188 C7 21.195 5.511 15.684 00:13:13
C188 C8 12.605 0 12.605 00:08:55
C188 C9 30.935 2.225 28.71 00:18:45
C188 C10 27.269 9.855 17.414 00:17:20
C188 C11 42.355 0 42.355 00:23:20
C188 C12 26.309 5.403 20.906 00:16:53
C188 C13 1.811 0 1.811 00:01:48
C188 C14 35.141 12.248 22.893 00:22:26
C188 C15 11.99 0 11.99 00:08:05
C188 C16 33.441 0 33.441 00:20:40
C188 C17 25.772 5.75 20.022 00:15:37
C188 C18 22.047 3.825 18.222 00:14:05
C188 C19 39.327 12.248 27.079 00:24:51
C188 C20 31.655 2.225 29.43 00:18:46
C188 C21 23.264 2.65 20.614 00:14:16
C188 C22 43.223 7.068 36.155 00:23:50
C188 C23 38.977 7.107 31.87 00:21:17
C188 C24 41.982 0 41.982 00:22:28
C188 C25 27.913 12.229 15.684 00:17:16
C188 C26 59.948 13.282 46.666 00:31:35
C188 C27 23.693 1.317 22.376 00:15:13
C188 C28 43.049 0 43.049 00:26:20
C188 C29 15.599 0 15.599 00:10:42
C188 C30 30.097 9.191 20.906 00:19:08
C188 C31 20.948 0 20.948 00:13:25
C188 C32 31.894 8.584 23.31 00:20:17
C188 C33 43.785 8.672 35.113 00:23:47
C188 C34 59.139 13.282 45.857 00:31:49
C188 C35 19.89 0 19.89 00:13:08
C188 C36 36.293 7.636 28.657 00:19:40
C188 C37 45.94 2.225 43.715 00:26:30
C188 C38 23.12 0 23.12 00:14:52
C188 C39 31.774 3.103 28.671 00:17:33
C188 C40 21.816 2.225 19.591 00:12:37
C188 C41 6.408 0 6.408 00:04:39
C188 C42 38.957 2.225 36.732 00:23:40
C188 C43 29.184 0 29.184 00:19:28
C188 C44 33.192 2.225 30.967 00:19:42
C188 C45 50.807 10.002 40.805 00:28:09
C188 C46 23.737 8.053 15.684 00:14:54
C188 C47 32.713 2.225 30.488 00:19:24
C188 C48 20.98 3.566 17.414 00:13:35
C188 C49 39.549 8.584 30.965 00:24:41
C188 C50 31.337 2.225 29.112 00:18:50
C188 C51 26.872 8.65 18.222 00:17:00
C188 C52 30.509 2.225 28.284 00:17:38
C188 C53 27.435 10.021 17.414 00:17:19
C188 C54 18.103 0 18.103 00:12:01
C188 C55 24.884 2.508 22.376 00:15:45
C188 C56 59.078 13.282 45.796 00:31:04
C188 C57 54.543 8.672 45.871 00:30:27
C188 C58 33.345 15.931 17.414 00:20:57
C188 C59 30.228 2.225 28.003 00:17:01
C188 C60 58.418 13.282 45.136 00:30:42
C188 C61 9.773 0 9.773 00:06:43
C188 C62 13.454 0 13.454 00:08:56
C188 C63 49.964 10.002 39.962 00:27:30
C188 C64 18.076 0 18.076 00:10:26
C188 C65 25.732 7.51 18.222 00:16:18
C188 C66 42.134 2.225 39.909 00:23:20
C188 C67 53.854 11.312 42.542 00:28:42
C188 C68 34.65 2.225 32.425 00:20:16
C188 C69 18.43 0 18.43 00:11:08
C188 C70 53.777 8.672 45.105 00:28:47
C188 C71 38.055 0 38.055 00:23:05
C188 C72 9.696 0 9.696 00:07:06
